Flight_ID,Airline,Origin,Destination,Departure_Date,Seat_Class,Days_to_Departure,Layovers,Layover_Airport1,Layover_Airport2,Price
FL01917,Frontier Airlines,CLT,LAX,05-05-2024,Economy,108,0,NA,NA,379.85
FL01918,Hawaiian Airlines,JFK,LAS,26-01-2025,First Class,164,1,BOS,NA,1165.22
FL01919,Delta,JFK,LAS,17-03-2024,First Class,7,0,NA,NA,1289.48
FL01920,Alaska Airlines,LAX,DTW,26-11-2024,First Class,49,1,EWR,NA,1196.62
FL01921,Frontier Airlines,SEA,MIA,14-08-2024,Economy,128,0,NA,NA,502.16
FL01922,Republic Airways,DTW,DEN,11-07-2024,Business,74,1,CLT,NA,1381.42
FL01923,Republic Airways,DTW,JFK,13-10-2024,Economy,128,0,NA,NA,366.97
FL01924,Alaska Airlines,DFW,DTW,09-04-2024,Economy,93,1,EWR,NA,381.11
FL01925,Hawaiian Airlines,CLT,LAS,23-09-2024,Business,69,0,NA,NA,838.29
FL01926,Endeavor Air,LAX,BOS,22-08-2024,Business,37,0,NA,NA,1328.47
FL01927,Alaska Airlines,DEN,CLT,03-05-2024,Business,107,1,SEA,NA,921.66
FL01928,Southwest,SEA,MDW,18-06-2024,Business,82,0,NA,NA,822.09
FL01929,American Airlines,MDW,LAX,30-12-2024,First Class,142,1,ORD,NA,1794.15
FL01930,Republic Airways,DTW,DFW,26-11-2024,Business,1,1,SFO,NA,1616.63
FL01931,Frontier Airlines,PHX,DEN,15-06-2024,Economy,105,0,NA,NA,577.99
FL01932,SkyWest Airlines,SFO,DCA,19-11-2024,Business,37,2,DFW,DTW,956.12
FL01933,Alaska Airlines,BWI,DFW,20-11-2024,Business,103,0,NA,NA,649.86
FL01934,Republic Airways,PHX,ATL,22-11-2024,First Class,16,0,NA,NA,1348.69
FL01935,Alaska Airlines,MCO,LAX,30-12-2024,First Class,13,0,NA,NA,1731.89
FL01936,Delta,SFO,DEN,08-08-2024,Economy,108,0,NA,NA,663.35
FL01937,SkyWest Airlines,DEN,LAX,13-09-2024,Business,134,1,BOS,NA,896.8
FL01938,Hawaiian Airlines,BOS,BWI,29-01-2025,Business,17,1,MCO,NA,1091.95
FL01939,Frontier Airlines,MDW,DCA,30-03-2024,Business,99,1,LAS,NA,856.02
FL01940,United,IAH,PHX,15-12-2024,Business,120,1,BOS,NA,980.97
FL01941,Endeavor Air,MIA,BWI,13-09-2024,First Class,26,2,SFO,IAH,1587.33
FL01942,United,DTW,LAX,09-06-2024,Business,12,0,NA,NA,927.22
FL01943,Hawaiian Airlines,JFK,EWR,20-01-2025,Economy,118,0,NA,NA,446.64
FL01944,SkyWest Airlines,ORD,LAS,28-08-2024,Economy,10,2,PHX,SFO,747.99
FL01945,Alaska Airlines,DTW,EWR,15-07-2024,Economy,38,1,IAH,NA,807.06
FL01946,Spirit Airlines,MIA,JFK,08-12-2024,Business,108,1,MDW,NA,911.4
FL01947,Endeavor Air,EWR,DEN,23-12-2024,First Class,118,1,SFO,NA,1411.61
FL01948,Spirit Airlines,LAX,LAS,26-07-2024,Business,162,1,MCO,NA,727.61
FL01949,JetBlue,DEN,DFW,05-03-2024,Economy,35,1,MDW,NA,753.71
FL01950,SkyWest Airlines,CLT,EWR,10-10-2024,Economy,3,1,DCA,NA,558.8
FL01951,Republic Airways,PHX,LAX,26-11-2024,Economy,108,1,DFW,NA,813.03
FL01952,JetBlue,DEN,SEA,20-06-2024,First Class,10,1,PHX,NA,1619.27
FL01953,Southwest,EWR,MDW,05-12-2024,Business,91,1,LAS,NA,1112.8
FL01954,Endeavor Air,DEN,CLT,09-03-2024,Business,123,0,NA,NA,403.44
FL01955,Spirit Airlines,ATL,BOS,26-08-2024,First Class,83,1,DFW,NA,1346.3
FL01956,United,MDW,JFK,05-01-2025,Economy,154,2,LAX,CLT,765.18
FL01957,United,ATL,DTW,04-02-2025,Economy,112,1,ORD,NA,303.4
FL01958,United,MCO,EWR,01-01-2025,First Class,163,2,MIA,DCA,1419.49
FL01959,Spirit Airlines,DEN,IAH,11-01-2025,Economy,121,1,DCA,NA,711.75
FL01960,JetBlue,JFK,DCA,13-03-2024,Business,20,0,NA,NA,490.12
FL01961,Republic Airways,JFK,MIA,28-11-2024,First Class,73,1,SFO,NA,1296.71
FL01962,Alaska Airlines,IAH,MCO,05-08-2024,First Class,52,0,NA,NA,1549.38
FL01963,Delta,JFK,DCA,13-07-2024,Economy,114,1,DEN,NA,633.72
FL01964,Southwest,ATL,EWR,23-01-2025,Economy,10,0,NA,NA,384.7
FL01965,Alaska Airlines,LAX,DFW,28-10-2024,Business,1,1,BWI,NA,1150.91
FL01966,Alaska Airlines,MDW,LAX,25-06-2024,Business,177,0,NA,NA,608.92
FL01967,Endeavor Air,SEA,MCO,28-12-2024,Economy,87,2,JFK,MDW,900.46
FL01968,JetBlue,DCA,BWI,06-05-2024,Economy,60,0,NA,NA,395.73
FL01969,Hawaiian Airlines,SEA,DEN,10-10-2024,Business,16,2,ATL,MIA,1255.79
FL01970,Southwest,BOS,DFW,19-04-2024,Business,103,1,LAS,NA,716.89
FL01971,United,SEA,DEN,12-12-2024,First Class,24,1,ATL,NA,1962.38
FL01972,Spirit Airlines,ORD,BWI,02-02-2025,Economy,63,1,JFK,NA,858.45
FL01973,Republic Airways,DFW,EWR,08-06-2024,Economy,67,0,NA,NA,346.25
FL01974,Alaska Airlines,DTW,MCO,04-01-2025,Economy,102,1,EWR,NA,624.4
FL01975,Delta,DCA,BOS,18-05-2024,Economy,106,0,NA,NA,440.62
FL01976,SkyWest Airlines,SEA,JFK,29-01-2025,First Class,38,0,NA,NA,1391.96
FL01977,Republic Airways,DCA,BWI,20-09-2024,Economy,114,0,NA,NA,447.42
FL01978,Spirit Airlines,DFW,IAH,27-04-2024,First Class,61,0,NA,NA,1680.93
FL01979,Frontier Airlines,CLT,LAX,28-04-2024,Business,91,1,JFK,NA,515.53
FL01980,Frontier Airlines,JFK,MCO,12-04-2024,Economy,93,0,NA,NA,634.61
FL01981,Republic Airways,LAX,DFW,20-03-2024,Economy,3,1,DEN,NA,755.74
FL01982,Alaska Airlines,JFK,DCA,31-08-2024,Economy,131,2,ATL,EWR,1047.9
FL01983,JetBlue,LAX,DFW,15-11-2024,First Class,137,1,DCA,NA,1696.9
FL01984,SkyWest Airlines,PHX,ATL,15-10-2024,First Class,117,0,NA,NA,1325.67
FL01985,SkyWest Airlines,MDW,MIA,09-05-2024,Business,5,2,MCO,DEN,1327.64
FL01986,JetBlue,EWR,DCA,01-08-2024,First Class,100,1,MCO,NA,1103.4
FL01987,Hawaiian Airlines,MIA,CLT,31-07-2024,First Class,121,0,NA,NA,1426.51
FL01988,Endeavor Air,DCA,SEA,21-03-2024,Business,13,0,NA,NA,722.58
FL01989,American Airlines,JFK,ORD,15-07-2024,Economy,89,1,LAX,NA,500.43
FL01990,Endeavor Air,DFW,EWR,22-08-2024,Economy,20,1,MDW,NA,1135.42
FL01991,Delta,LAX,EWR,13-10-2024,First Class,153,0,NA,NA,957.06
FL01992,United,ORD,PHX,09-08-2024,Economy,66,0,NA,NA,821.68
FL01993,Spirit Airlines,ORD,CLT,20-01-2025,Business,158,2,IAH,MIA,728.7
FL01994,Alaska Airlines,ATL,SEA,10-05-2024,Economy,145,0,NA,NA,414.56
FL01995,Hawaiian Airlines,ORD,DCA,13-03-2024,Business,52,0,NA,NA,1190.48
FL01996,Alaska Airlines,ATL,MCO,04-05-2024,First Class,28,0,NA,NA,1512.43
FL01997,Delta,EWR,SFO,06-11-2024,First Class,153,2,IAH,BWI,1279.99
FL01998,American Airlines,SEA,DFW,10-08-2024,Economy,28,0,NA,NA,722.44
FL01999,United,BOS,JFK,09-01-2025,Business,32,1,BWI,NA,1316.9
FL02000,SkyWest Airlines,EWR,DCA,05-04-2024,Economy,175,1,IAH,NA,369.3
FL02001,Delta,BWI,DCA,05-02-2025,Economy,68,0,NA,NA,661.69
FL02002,Endeavor Air,LAS,MDW,04-08-2024,First Class,151,2,BWI,DTW,1612.9
FL02003,Hawaiian Airlines,MCO,ATL,02-05-2024,Business,122,1,DTW,NA,636.96
FL02004,Frontier Airlines,DEN,ORD,01-09-2024,First Class,52,2,MCO,CLT,1399.64
FL02005,Frontier Airlines,DCA,DFW,21-08-2024,Economy,94,1,EWR,NA,715.09
FL02006,Hawaiian Airlines,BWI,MCO,06-11-2024,First Class,15,1,DTW,NA,1668.23
FL02007,SkyWest Airlines,EWR,DCA,27-06-2024,Economy,65,1,ORD,NA,677.97
FL02008,Southwest,ATL,ORD,24-05-2024,First Class,137,0,NA,NA,900.8
FL02009,Southwest,ORD,BWI,12-04-2024,Business,115,1,BOS,NA,1025.74
FL02010,American Airlines,MDW,JFK,28-01-2025,Business,144,0,NA,NA,824.34
FL02011,Republic Airways,MIA,DFW,03-05-2024,First Class,170,0,NA,NA,598.54
FL02012,Delta,PHX,LAX,06-01-2025,Business,116,0,NA,NA,747.66
FL02013,Republic Airways,JFK,ATL,05-03-2024,Economy,94,1,IAH,NA,850.08
FL02014,Spirit Airlines,DCA,LAS,17-10-2024,Business,89,0,NA,NA,761.47
FL02015,Republic Airways,LAS,EWR,22-06-2024,Business,119,0,NA,NA,827.75
FL02016,Frontier Airlines,MDW,DEN,24-08-2024,Economy,11,1,SEA,NA,620.17
FL02017,SkyWest Airlines,SFO,JFK,12-02-2025,First Class,116,0,NA,NA,883.55
FL02018,JetBlue,SFO,BWI,19-09-2024,Business,109,1,DFW,NA,1157.75
FL02019,JetBlue,MCO,CLT,14-07-2024,Business,111,1,MDW,NA,963.92
FL02020,Alaska Airlines,MIA,JFK,21-08-2024,Business,157,0,NA,NA,642.05
FL02021,Endeavor Air,MCO,CLT,23-09-2024,Business,135,1,DCA,NA,930.15
FL02022,American Airlines,DEN,MCO,24-09-2024,First Class,77,0,NA,NA,1553.18
FL02023,Hawaiian Airlines,ORD,EWR,09-04-2024,First Class,16,2,BOS,MIA,1455.9
FL02024,Endeavor Air,IAH,SEA,10-05-2024,Business,159,0,NA,NA,582.61
FL02025,JetBlue,IAH,LAX,06-11-2024,Business,166,0,NA,NA,590.55
FL02026,Alaska Airlines,MDW,DEN,23-03-2024,First Class,173,1,MCO,NA,729.14
FL02027,JetBlue,ATL,MIA,07-05-2024,First Class,60,0,NA,NA,1353.47
FL02028,American Airlines,LAS,PHX,17-08-2024,Economy,15,1,DFW,NA,730.85
FL02029,Endeavor Air,SFO,IAH,20-12-2024,First Class,66,0,NA,NA,1736.84
FL02030,JetBlue,DEN,ORD,29-08-2024,Economy,83,1,MCO,NA,646.31
FL02031,Republic Airways,LAX,SEA,31-10-2024,First Class,10,2,DTW,DFW,2299.26
FL02032,Hawaiian Airlines,IAH,MCO,19-06-2024,First Class,140,0,NA,NA,1242.76
FL02033,Republic Airways,MDW,ATL,25-09-2024,Business,55,0,NA,NA,1239.97
FL02034,Frontier Airlines,DCA,BOS,03-11-2024,First Class,5,1,LAX,NA,1993.72
FL02035,Frontier Airlines,DCA,ATL,02-12-2024,Economy,9,1,IAH,NA,884.71
FL02036,American Airlines,DTW,SFO,07-12-2024,Economy,5,2,BOS,SEA,1244.22
FL02037,Spirit Airlines,MIA,DCA,27-09-2024,Business,180,0,NA,NA,484.15
FL02038,United,SEA,JFK,09-09-2024,Business,101,0,NA,NA,723.39
FL02039,Endeavor Air,DEN,SEA,24-03-2024,Economy,151,1,DCA,NA,572.23
FL02040,Hawaiian Airlines,DTW,DEN,12-08-2024,Economy,173,2,DCA,IAH,391.4
FL02041,Southwest,EWR,BWI,14-04-2024,Economy,74,1,BOS,NA,765.63
FL02042,Spirit Airlines,LAS,BWI,01-11-2024,Economy,49,0,NA,NA,520.78
FL02043,Spirit Airlines,DFW,ATL,18-04-2024,First Class,23,0,NA,NA,1528.19
FL02044,Spirit Airlines,LAS,DEN,29-06-2024,Business,16,1,BOS,NA,1415.94
FL02045,Alaska Airlines,ATL,CLT,15-03-2024,Business,19,1,DTW,NA,1069.62
FL02046,SkyWest Airlines,ORD,CLT,27-08-2024,First Class,33,1,MDW,NA,1276.09
FL02047,Hawaiian Airlines,JFK,DFW,08-09-2024,Economy,65,0,NA,NA,777.84
FL02048,Southwest,MCO,MIA,13-06-2024,Economy,46,2,PHX,DEN,871.92
FL02049,SkyWest Airlines,DEN,ATL,11-03-2024,Economy,159,0,NA,NA,243.21
FL02050,Hawaiian Airlines,DEN,JFK,15-09-2024,First Class,33,1,DCA,NA,1487.06
FL02051,United,LAX,JFK,20-07-2024,First Class,50,2,MCO,LAS,1639.36
FL02052,United,BOS,DFW,07-02-2025,Economy,50,0,NA,NA,843.97
FL02053,Frontier Airlines,MDW,IAH,06-11-2024,First Class,21,0,NA,NA,2175.24
FL02054,SkyWest Airlines,SFO,MDW,21-11-2024,Business,65,1,CLT,NA,704.97
FL02055,Hawaiian Airlines,DCA,SEA,01-03-2024,First Class,20,1,JFK,NA,1677.63
FL02056,American Airlines,ATL,IAH,06-05-2024,First Class,54,1,SEA,NA,1375.28
FL02057,Republic Airways,MIA,PHX,02-07-2024,First Class,155,1,DTW,NA,1073.28
FL02058,Southwest,PHX,MIA,08-08-2024,First Class,164,1,LAX,NA,1144.26
FL02059,Endeavor Air,SFO,BWI,20-04-2024,First Class,101,1,MCO,NA,1311.31
FL02060,American Airlines,BWI,MCO,09-11-2024,Business,24,2,CLT,ORD,1645.99
FL02061,Endeavor Air,SFO,PHX,22-09-2024,Business,105,0,NA,NA,1025.66
FL02062,JetBlue,MCO,LAX,30-08-2024,First Class,11,0,NA,NA,1252.62
FL02063,Republic Airways,ORD,ATL,08-02-2025,Economy,113,0,NA,NA,244.17
FL02064,SkyWest Airlines,DTW,MDW,07-11-2024,First Class,58,1,SFO,NA,1951.08
FL02065,Hawaiian Airlines,MIA,DEN,23-07-2024,First Class,103,0,NA,NA,1513.09
FL02066,JetBlue,DEN,BOS,28-05-2024,First Class,40,1,EWR,NA,1566.31
FL02067,Frontier Airlines,ATL,LAS,29-09-2024,Business,26,0,NA,NA,1287.03
FL02068,Southwest,MDW,DEN,26-08-2024,First Class,12,0,NA,NA,1633.47
FL02069,Hawaiian Airlines,LAX,DFW,06-11-2024,Economy,30,0,NA,NA,809.17
FL02070,Delta,ORD,MIA,21-11-2024,First Class,27,2,CLT,IAH,2037.76
FL02071,American Airlines,EWR,SEA,12-11-2024,Business,49,1,JFK,NA,969.1
FL02072,United,MIA,CLT,21-06-2024,Economy,69,2,EWR,ATL,675.39
FL02073,Republic Airways,MIA,LAS,02-12-2024,First Class,165,0,NA,NA,829.97
FL02074,Spirit Airlines,PHX,EWR,03-12-2024,Business,179,1,IAH,NA,673.49
FL02075,Republic Airways,BWI,JFK,14-07-2024,Economy,136,1,SFO,NA,694.7
FL02076,Frontier Airlines,LAS,EWR,02-02-2025,Economy,104,1,BOS,NA,800.66
FL02077,JetBlue,MCO,JFK,18-05-2024,First Class,115,1,ORD,NA,1673.95
FL02078,Delta,IAH,MDW,04-05-2024,Business,172,0,NA,NA,620.04
FL02079,SkyWest Airlines,SEA,ATL,12-02-2025,Economy,119,0,NA,NA,679.91
FL02080,Endeavor Air,LAS,SFO,11-07-2024,Business,165,1,ORD,NA,676.86
FL02081,JetBlue,ORD,ATL,06-12-2024,First Class,125,2,DTW,MDW,1481.72
FL02082,Hawaiian Airlines,MIA,IAH,26-03-2024,First Class,180,1,ATL,NA,924.84
FL02083,Alaska Airlines,ORD,IAH,09-11-2024,Business,127,0,NA,NA,485.17
FL02084,Endeavor Air,SFO,DTW,28-05-2024,Economy,91,2,DEN,LAX,1029.43
FL02085,Hawaiian Airlines,LAS,MDW,13-12-2024,First Class,167,0,NA,NA,1056.91
FL02086,Alaska Airlines,LAS,DTW,28-11-2024,Business,81,0,NA,NA,451.33
FL02087,Spirit Airlines,DEN,BWI,05-08-2024,Business,18,1,JFK,NA,959.75
FL02088,Republic Airways,SFO,MCO,24-04-2024,Business,90,0,NA,NA,786.96
FL02089,Southwest,IAH,MCO,23-01-2025,First Class,63,0,NA,NA,1350.17
FL02090,Alaska Airlines,CLT,IAH,04-08-2024,Business,96,1,SFO,NA,883.61
FL02091,Alaska Airlines,JFK,MCO,27-05-2024,First Class,58,1,MIA,NA,1613.44
FL02092,Republic Airways,SEA,DTW,30-06-2024,Economy,149,2,ATL,MIA,712.82
FL02093,SkyWest Airlines,LAX,MDW,26-06-2024,Economy,93,2,DEN,JFK,697.71
FL02094,United,MIA,PHX,08-12-2024,First Class,47,2,ATL,DTW,2053.69
FL02095,JetBlue,SFO,LAX,03-08-2024,Economy,20,1,PHX,NA,468.5
FL02096,Endeavor Air,SFO,BWI,20-09-2024,Economy,68,2,MDW,EWR,749.85
FL02097,JetBlue,MDW,DFW,18-07-2024,Economy,32,1,IAH,NA,658.35
FL02098,SkyWest Airlines,MIA,DFW,03-06-2024,Economy,168,0,NA,NA,545.29
FL02099,Alaska Airlines,SFO,CLT,19-10-2024,Economy,155,0,NA,NA,415.46
FL02100,Hawaiian Airlines,ORD,DTW,27-01-2025,Business,66,0,NA,NA,1369.22
FL02101,American Airlines,BWI,MCO,03-03-2024,Business,140,1,LAX,NA,908.51
FL02102,United,DTW,CLT,21-06-2024,Economy,3,0,NA,NA,797.82
FL02103,Frontier Airlines,IAH,LAX,12-02-2025,Business,97,0,NA,NA,344.71
FL02104,Delta,JFK,ATL,07-02-2025,Business,170,1,BOS,NA,799.92
FL02105,United,BOS,DCA,08-12-2024,Business,109,0,NA,NA,1035.32
FL02106,Endeavor Air,SEA,LAX,29-03-2024,First Class,126,2,BOS,SFO,1428.44
FL02107,American Airlines,IAH,DFW,28-08-2024,First Class,63,2,SEA,BWI,1374.74
FL02108,Spirit Airlines,BWI,BOS,28-01-2025,Business,41,1,JFK,NA,1027.62
FL02109,United,DCA,SFO,17-09-2024,Economy,155,2,MCO,BOS,786.26
FL02110,JetBlue,ATL,EWR,06-06-2024,Economy,158,2,MIA,MCO,410.49
FL02111,Frontier Airlines,MCO,ATL,16-09-2024,Economy,36,1,PHX,NA,542.75
FL02112,Republic Airways,DEN,CLT,28-06-2024,First Class,153,0,NA,NA,916.5
FL02113,SkyWest Airlines,BOS,CLT,12-05-2024,First Class,52,1,MIA,NA,1544.09
FL02114,American Airlines,LAS,MDW,11-07-2024,First Class,13,0,NA,NA,1643.86
FL02115,American Airlines,ORD,MDW,23-05-2024,Economy,117,1,DEN,NA,529.96
FL02116,American Airlines,SEA,MCO,22-11-2024,Business,163,1,DEN,NA,531.26
FL02117,JetBlue,MDW,BOS,20-08-2024,Economy,9,1,IAH,NA,395.57
FL02118,Frontier Airlines,ATL,CLT,02-05-2024,Economy,13,2,DCA,BOS,1351.7
FL02119,JetBlue,CLT,BWI,18-06-2024,Business,82,2,MIA,LAX,1385.67
FL02120,Hawaiian Airlines,JFK,DTW,04-03-2024,First Class,54,2,PHX,MIA,2020.05
FL02121,Southwest,DCA,DFW,01-11-2024,First Class,129,1,LAS,NA,912.79
FL02122,Southwest,IAH,MCO,07-10-2024,Business,92,1,BOS,NA,723.63
FL02123,JetBlue,MCO,LAS,24-10-2024,Economy,80,1,JFK,NA,948.31
FL02124,Frontier Airlines,BOS,DTW,12-09-2024,Business,167,2,IAH,DEN,519.91
FL02125,SkyWest Airlines,ATL,DTW,11-12-2024,Economy,138,2,DCA,MDW,977.7
FL02126,Delta,MCO,SEA,22-12-2024,Economy,46,0,NA,NA,786.65
FL02127,Frontier Airlines,DCA,DTW,18-03-2024,Economy,17,1,DEN,NA,942.25
FL02128,United,PHX,DEN,26-08-2024,Economy,90,0,NA,NA,419.58
FL02129,United,DEN,LAX,05-02-2025,Economy,62,0,NA,NA,708.08
FL02130,JetBlue,DCA,LAX,04-12-2024,First Class,54,1,DFW,NA,1536.96
FL02131,Frontier Airlines,EWR,BWI,28-09-2024,First Class,147,1,MIA,NA,1118.6
FL02132,Hawaiian Airlines,MIA,DTW,30-10-2024,Business,10,1,BOS,NA,1483.23
FL02133,JetBlue,DEN,CLT,04-04-2024,Economy,49,0,NA,NA,808.06
FL02134,Spirit Airlines,DEN,BWI,01-04-2024,Business,84,2,LAX,ORD,1031.89
FL02135,Endeavor Air,CLT,DFW,28-09-2024,Business,25,1,MIA,NA,1087.51
FL02136,Hawaiian Airlines,IAH,EWR,13-01-2025,Business,31,0,NA,NA,926.76
FL02137,SkyWest Airlines,SFO,DCA,06-06-2024,Business,163,1,EWR,NA,783.07
FL02138,Frontier Airlines,MDW,DTW,30-06-2024,First Class,50,0,NA,NA,1976.96
FL02139,Endeavor Air,ATL,BWI,15-04-2024,Business,128,1,LAS,NA,816.4
FL02140,Alaska Airlines,MIA,CLT,04-01-2025,Economy,132,1,ORD,NA,797.03
FL02141,Alaska Airlines,DCA,DTW,14-05-2024,Business,149,1,BOS,NA,768.56
FL02142,Southwest,IAH,LAS,12-12-2024,Business,96,0,NA,NA,1103.95
FL02143,SkyWest Airlines,JFK,MCO,16-07-2024,First Class,108,0,NA,NA,1162.44
FL02144,SkyWest Airlines,MCO,ORD,18-01-2025,First Class,166,2,CLT,BOS,1403.29
FL02145,JetBlue,SFO,IAH,29-11-2024,First Class,126,0,NA,NA,1518.13
FL02146,American Airlines,LAX,SEA,29-03-2024,First Class,51,2,DEN,DTW,2086.02
FL02147,SkyWest Airlines,DFW,IAH,09-12-2024,Business,147,1,LAS,NA,635.91
FL02148,Endeavor Air,SFO,DEN,19-09-2024,Business,133,1,CLT,NA,663.71
FL02149,Frontier Airlines,MDW,DEN,12-09-2024,Economy,34,1,MCO,NA,533.07
FL02150,JetBlue,CLT,DTW,17-09-2024,Economy,113,1,MCO,NA,577.37
FL02151,Republic Airways,DTW,LAX,15-01-2025,First Class,123,0,NA,NA,1759.57
FL02152,Republic Airways,EWR,ORD,01-12-2024,Business,158,1,JFK,NA,570.59
FL02153,Hawaiian Airlines,BOS,BWI,02-07-2024,Business,59,0,NA,NA,865.41
FL02154,SkyWest Airlines,ORD,DTW,20-06-2024,Business,87,1,IAH,NA,688.06
FL02155,Spirit Airlines,MDW,SFO,17-05-2024,Economy,9,2,SEA,ORD,547.9
FL02156,Endeavor Air,SEA,IAH,08-07-2024,First Class,178,2,ATL,LAX,768.97
FL02157,Hawaiian Airlines,DFW,CLT,20-08-2024,First Class,139,1,BWI,NA,1409.71
FL02158,SkyWest Airlines,BWI,DEN,26-08-2024,First Class,13,1,LAS,NA,1882
FL02159,JetBlue,ORD,DTW,02-04-2024,Economy,46,1,BWI,NA,617.58
FL02160,Endeavor Air,PHX,MDW,12-01-2025,Business,98,2,SEA,ATL,1337.33
FL02161,Frontier Airlines,LAX,EWR,18-11-2024,Economy,32,0,NA,NA,591.25
FL02162,Spirit Airlines,DTW,ORD,26-09-2024,First Class,85,0,NA,NA,1313.27
FL02163,United,LAX,MIA,14-10-2024,Economy,26,1,MDW,NA,709.72
FL02164,Republic Airways,LAX,BOS,21-10-2024,Business,101,1,CLT,NA,1029.68
FL02165,SkyWest Airlines,BOS,BWI,05-07-2024,Business,33,1,DTW,NA,1434.28
FL02166,SkyWest Airlines,LAS,ATL,01-06-2024,Business,83,1,MCO,NA,797.27
FL02167,JetBlue,SEA,MDW,16-06-2024,Business,107,0,NA,NA,769.1
FL02168,Delta,LAX,MCO,21-06-2024,Economy,66,0,NA,NA,162.61
FL02169,Southwest,LAX,JFK,13-04-2024,Economy,66,0,NA,NA,761.87
FL02170,Southwest,CLT,SFO,12-06-2024,Business,60,1,MCO,NA,1150.11
FL02171,Republic Airways,MCO,LAS,23-01-2025,First Class,87,0,NA,NA,1011.79
FL02172,Frontier Airlines,PHX,BWI,15-04-2024,Economy,26,1,ATL,NA,1067.07
FL02173,Frontier Airlines,ORD,BOS,08-11-2024,Business,34,2,JFK,DCA,1570.88
FL02174,American Airlines,PHX,MIA,04-07-2024,Business,157,2,MDW,ATL,912.77
FL02175,JetBlue,ATL,EWR,21-07-2024,Business,9,2,DFW,DCA,1093.78
FL02176,Delta,IAH,ORD,18-04-2024,Business,50,1,BWI,NA,729.93
FL02177,SkyWest Airlines,SFO,PHX,17-04-2024,Business,108,0,NA,NA,592.13
FL02178,Hawaiian Airlines,DTW,ATL,01-06-2024,Economy,69,2,SFO,MIA,683.52
FL02179,American Airlines,MIA,JFK,12-10-2024,Business,21,0,NA,NA,1441.02
FL02180,Endeavor Air,DEN,JFK,04-09-2024,Economy,30,1,CLT,NA,666.69
FL02181,American Airlines,DCA,MCO,25-10-2024,Economy,55,0,NA,NA,772.78
FL02182,JetBlue,DFW,MDW,01-04-2024,First Class,45,1,DTW,NA,1706.79
FL02183,Spirit Airlines,MDW,EWR,29-04-2024,Business,100,2,SFO,DTW,1319.54
FL02184,Alaska Airlines,SFO,IAH,13-01-2025,Economy,180,0,NA,NA,204.15
FL02185,American Airlines,PHX,CLT,27-04-2024,Economy,65,0,NA,NA,291.92
FL02186,Hawaiian Airlines,MDW,BWI,02-12-2024,Economy,56,1,JFK,NA,1228.28
FL02187,Alaska Airlines,LAX,DEN,16-08-2024,Business,52,0,NA,NA,791.91
FL02188,Southwest,MIA,IAH,06-10-2024,Economy,160,0,NA,NA,318.42
FL02189,Endeavor Air,SEA,DTW,24-11-2024,Business,19,0,NA,NA,699.26
FL02190,Spirit Airlines,MCO,IAH,20-01-2025,Economy,128,1,EWR,NA,487.41
FL02191,Delta,JFK,DEN,25-06-2024,First Class,126,0,NA,NA,1565.74
FL02192,Hawaiian Airlines,BWI,IAH,25-12-2024,Economy,174,2,LAS,LAX,456.84
FL02193,Spirit Airlines,MIA,LAS,27-04-2024,Economy,174,0,NA,NA,618.7
FL02194,Delta,ORD,DCA,12-06-2024,Economy,100,2,MCO,DEN,435.32
FL02195,SkyWest Airlines,IAH,ORD,21-09-2024,Business,22,2,BOS,ATL,1372.03
FL02196,American Airlines,LAS,DTW,18-03-2024,Economy,99,1,SFO,NA,520.25
FL02197,Republic Airways,CLT,MCO,10-09-2024,First Class,180,1,LAX,NA,1004.96
FL02198,Frontier Airlines,MIA,SEA,05-11-2024,Business,157,1,BOS,NA,400.11
FL02199,Delta,SEA,LAX,20-05-2024,First Class,71,0,NA,NA,1850.34
FL02200,Frontier Airlines,EWR,DCA,27-01-2025,Economy,171,2,PHX,DEN,690.87
FL02201,Frontier Airlines,ATL,MIA,29-07-2024,First Class,80,2,MCO,LAS,1648.75
FL02202,Spirit Airlines,JFK,MIA,11-08-2024,Business,100,1,ORD,NA,912.41
FL02203,Southwest,MIA,LAS,07-04-2024,First Class,163,1,SFO,NA,1400.53
FL02204,Delta,BWI,PHX,13-04-2024,Business,165,2,DEN,BOS,709.18
FL02205,Frontier Airlines,IAH,MIA,02-11-2024,Economy,138,2,DTW,SEA,940.66
FL02206,SkyWest Airlines,DEN,MIA,12-07-2024,Economy,144,1,SEA,NA,288.97
FL02207,Alaska Airlines,EWR,MIA,11-10-2024,First Class,170,1,DEN,NA,1137.07
FL02208,Republic Airways,CLT,LAS,20-06-2024,First Class,145,1,SFO,NA,1159.17
FL02209,Republic Airways,DEN,MIA,24-09-2024,Business,97,0,NA,NA,821.34
FL02210,Endeavor Air,SEA,LAX,14-09-2024,Business,89,1,PHX,NA,1071.98
FL02211,JetBlue,JFK,PHX,11-03-2024,Economy,64,1,DCA,NA,398.46
FL02212,Frontier Airlines,MCO,DEN,27-04-2024,First Class,151,1,BWI,NA,1055.78
FL02213,Southwest,DTW,LAX,06-04-2024,Business,176,0,NA,NA,632.55
FL02214,SkyWest Airlines,MDW,LAX,11-04-2024,Economy,156,0,NA,NA,286.11
FL02215,United,LAS,MCO,11-02-2025,Business,130,1,MIA,NA,753.34
FL02216,Delta,ORD,MDW,10-10-2024,First Class,37,2,PHX,DCA,1868.1
